word,frequency
நிறுத்துகிறது,1
நிற்கிறது,1
நம்பியிருக்க,1
நடந்ததாக,1
கொடுத்த,1
கடன்பட்டிருக்கிறேனா,1
மறந்துவிட்டாய்,1
தம்பூரினை,1
கவலையாக,1
தேவைன்னு,1
கொடுத்தவர்களைப்,1
கடைசி,1
அவங்களா,1
கொடுக்கணும்,1
பண்ணு,1
சார்ந்திருக்கலாம்,1
இன்றோ,1
நாளையோ,1
கடிதத்தைக்கூடத்,1
யாரு,1
கடிதப்,1
பெட்டியைத்,1
ஆளைப்,1
பார்வையிலிருந்தே,1
அவனிடமிருந்து,1
கிடப்பதை,1
கவலைப்படுவாங்க,1
படிக்கக்கூடாது,1
நமக்குள்,1
யாருன்னு,1
தெரியக்,1
சீரியஸாக,1
மறுக்கக்,1
ஏந்தி,1
நடனமாடிய,1
சுதந்திரமா,1
இருப்ப,1
தோன்றுகிறாள்,1
உணவு,1
பரிமாறப்பட்டது,1
குடிப்போம்,1
வாங்கவும்,1
வாங்குவதையும்,1
போகிறோமா,1
அழைக்கிறார்,1
மெக்கரூன்கள்,1
வெறித்தனமாவும்,1
பதட்டமாவும்,1
கடனையும்,1
ஆக,1
போங்க,1
முடியை,1
சிகை,1
அலங்காரம்,1
உதவணும்,1
எதிர்பார்க்கவில்லையா,1
தோழரே,1
சொல்லிக்கொண்டிருந்த,1
குழந்தைத்தனமான,1
பதட்டத்தைத்,1
செல்கிறார்கள்,1
ஊரை,1
போய்விட்டேன்,1
முகத்திலிருந்தே,1
குறிப்பு,1
எழுதினேன்,1
விட்டுவிட,1
தடுக்கக்கூடாது,1
சார்ந்து,1
இல்லற,1
காத்திருப்பது,1
அற்புதமானது,1
எதற்காகக்,1
காத்திருக்கிறீர்கள்,1
சுதந்திரமோ,1
நேரத்துல,1
வர்றேன்,1
சாப்பாட்டு,1
அழகும்,1
போறாங்க,1
நிதானமா,1
நின்னுட்டு,1
இதுவரை,1
பார்க்கிறாங்க,1
ஐந்து,1
நேரான,1
கொண்டிருக்கிறோம்,1
போராட்டமும்,1
இருபத்து,1
தேவைப்படும்,1
காலத்திற்கும்,1
முடிஞ்சுடும்,1
செல்வோம்,1
நான்கரை,1
முப்பத்தொரு,1
வாழணும்,1
வலதுபுற,1
நீட்டி,1
மேடை,1
வைக்கப்பட்டுள்ளது,1
அடுப்பை,1
கொண்டிருக்கிறது,1
நகர்கிறது,1
இறக்கைகளை,1
தொங்கவிடக்கூடாது,1
நடன,1
இசை,1
புத்தகத்தின்,1
இலைகளைப்,1
புரட்டிக்,1
கோபமாக,1
எடுக்கிறது,1
முயற்சிக்கிறாள்,1
எண்ணங்களைச்,1
சேகரிக்க,1
நினைக்கிறாய்,1
சத்தத்திற்காக,1
கவனமாகக்,1
கேட்கவில்லை,1
வேகமாகத்,1
கவனமாகத்,1
கிசுகிசுக்கிறாள்,1
வேலைகளுக்கு,1
குறிப்பைக்,1
எண்ணுகிறேன்,1
இதன்,1
பவுண்டு,1
காலத்திற்குத்,1
செயல்பட,1
அவசியமா,1
வசிக்கும்,1
இடத்தில்,1
வைக்கும்,1
அறைகளுக்குத்,1
தனி,1
நுழைவாயில்,1
ஆகணும்,1
இருக்கிறோம்,1
தூங்கிக்,1
வாங்கினேன்னு,1
மேல்மாடியில்,1
நடனமாடுகிறார்கள்,1
நடனமாடுகிறார்களா,1
பேசலாம்,1
காட்டுறேன்,1
பேசலாமா,1
பேசுவதற்கு,1
நினைத்திருக்கக்,1
சரியாகப்,1
மலிவு,1
தெளிவாகத்,1
தெரிந்ததைத்,1
இதயமற்ற,1
ஐவருக்கு,1
லாபகரமான,1
கிடைக்கும்போது,1
ஆணை,1
ஏமாற்றுகிறாள்,1
இதயமற்றவள்,1
இதயத்துடன்,1
நினைச்சீங்களா,1
எழுதியது,1
எழுதினீர்கள்,1
முறித்துக்,1
வேண்டியிருந்ததால்,1
உணர்ந்த,1
முடிவுக்குக்,1
கொண்டுவருவதும்,1
கடமையாகும்,1
பணத்திற்காக,1
ஆதரவற்ற,1
தாயும்,1
தம்பிகளும்,1
புது,1
மறந்துவிடக்,1
காத்திருக்க,1
எதிர்காலம்,1
நம்பிக்கையற்றதாகத்,1
யாருக்காகவும்,1
எறிய,1
கேட்டுக்கொண்டேன்,1
மென்மையாக,1
இழந்தபோது,1
காலடியில்,1
திடமான,1
தரை,1
போய்விட்டது,1
சூட்,1
வாள்,1
பாப்புக்கு,1
குதிரை,1
நின்றீர்கள்,1
தற்செயலாக,1
இன்றுதான்,1
எடுக்கப்,1
உங்களுடையது,1
தெரிந்துகொண்டேன்,1
சொன்னா,1
நம்புறேன்,1
தெரிஞ்சுட்டேன்,1
மாட்டீங்களா,1
அளிக்காது,1
டிரம்பெட்,1
செய்திருப்பேன்,1
விவேகத்துடன்,1
செயல்படக்,1
கற்றுக்கொண்டேன்,1
வாழ்க்கையும்,1
கசப்பான,1
தேவையும்,1
கொடுத்துள்ளன,1
பேச்சுகளை,1
கொடுத்திருக்கிறது,1
கொடுத்துள்ளது,1
செயல்களை,1
எம்மிக்கு,1
ஒட்டிக்கொண்டிருப்பதாகச்,1
படுக்கை,1
காரணம்,1
துக்கப்பட,1
விருப்பம்,1
வழியில்லை,1
விபத்துக்குள்ளான,1
படைகளில்,1
இணைந்தால்,1
பேர்,1
தனித்தனியாக,1
சாதாரணமா,1
வாய்ப்பாக,1
எது,1
நினைக்கிறீர்கள்,1
யோசிச்சீங்கன்னு,1
சீக்கிரமே,1
வாழ்நாள்,1
நினைவு,1
தெரிந்த,1
உழைத்திருக்கிறேன்,1
துண்டா,1
இன்பமாக,1
வருகிறது,1
கைவிடப்பட்டதாக,1
தனக்காக,1
உழைப்பதில்,1
உடைச்சுடுவா,1
வேலைக்காரிகளுக்கு,1
நீள,1
பெண்ணின்,1
அதிகப்படியான,1
தாராள,1
மனப்பான்மையே,1
சட்டைகள்,1
வழங்கத்,1
தூண்டுகிறது,1
என்னில்,1
கைக்குட்டைகள்,1
கவனித்திருக்கிறீர்களா,1
கால,1
வாழ்க்கையைப்,1
நினைக்கிறாங்கன்னு,1
பார்சலில்,1
மனிதராக,1
இருந்திருக்கலாம்,1
குறிப்பிடுவது,1
அழுது,1
தாமதமாகிவிட்டதா,1
பையனே,1
தாயாக,1
குழந்தைகளுக்கு,1
எனக்காகவா,1
குணத்தில்,1
சேர்ந்து,1
பற்றிக்,1
வேண்டாம்னு,1
அனுப்பட்டுமா,1
தெளிவுபடுத்திக்,1
அமைதி,1
கேட்குதா,1
முடிஞ்சதும்,1
திரும்ப,1
வரலாம்னு,1
எதிர்பார்க்கலாம்,1
எடுத்திருக்கிறேன்,1
கண்டிப்பாகச்,1
விரக்தியால்,1
உந்தப்படுவார்,1
செய்ததைச்,1
செயல்தவிர்க்க,1
முடிந்தால்,1
தபால்,1
ஒன்றைச்,1
அதுதானா,1
யோசிக்கத்,1
நண்பனைக்,1
விரும்புகிறாயா,1
வெளிப்படையாகச்,1
இன்னொருவருக்காக,1
விற்றுக்கொண்ட,1
இரண்டாவது,1
பொத்தான்களை,1
கடிதத்தைத்,1
விளையாடுகிறாள்,1
உயர்த்தாமல்,1
வேகமாகப்,1
வாங்குவேன்,1
தர,1
பணிநீக்கத்தைப்,1
காகிதத்தில்,1
படிக்கக்,1
கூறுவேன்,1
கொள்ளக்கூடாது,1
நோக்கத்திற்காகவே,1
சந்திக்கச்,1
நொடி,1
கடந்துவிட்டது,1
நம்பமுடியாத,1
கண்டிருக்கிறேன்,1
அறிந்திருக்க,1
வெளிப்படுத்தப்பட,1
மரத்தில்,1
புரிதல்,1
மறைக்கப்பட்ட,1
பொய்யான,1
செயல்களால்,1
பொறுப்பை,1
ஏற்றுக்கொண்டால்,1
செய்யக்கூடிய,1
உடனடியாகச்,1
தொங்கவிடுவேன்,1
நடனம்,1
வீணடிக்கும்,1
மனிதர்கள்,1
வாழ்நாளில்,1
அதிர்ஷ்டத்தை,1
பெற்றதில்லை,1
செல்கிறது,1
அறைக்கும்,1
மண்டபத்திற்கும்,1
இடையிலான,1
அழைக்கப்படுகிறார்கள்,1
செலவு,1
தயார்,1
வைத்துள்ளார்,1
செய்பவர்கள்,1
ஆறுதல்,1
அளிக்க,1
விரைவாக,1
வந்துவிட்டால்,1
அணிய,1
செய்வோம்,1
குரல்கள்,1
கேட்கின்றன,1
சாவி,1
திருப்பப்படுகிறது,1
தேவைப்படுவது,1
பலவந்தமாக,1
மண்டபத்திற்குள்,1
இத்தாலிய,1
தன்னைச்,1
சால்வையுடன்,1
சிந்திக்க,1
டோமினோ,1
புத்திசாலித்தனமான,1
திட்டம்,1
அவனுடன்,1
போராடிக்,1
கொண்டிருக்கிறான்,1
செல்லாதே,1
கொடுக்கும்,1
ஒப்பந்தம்னு,1
நின்னு,1
சளி,1
பிடிக்குது,1
அவளோட,1
எதிர்ப்புக்கு,1
மத்தியிலும்,1
கூட்டிட்டு,1
வருவான்,1
பணத்திலிருந்து,1
இருக்கீங்களா,1
தாமதமா,1
மன்னித்துவிட,1
ஆவலாக,1
எனக்காகக்,1
காத்துக்கொண்டிருந்தாயா,1
துரதிர்ஷ்டவசமா,1
லேட்டா,1
வந்துட்டேன்,1
மாடிக்குப்,1
போயிட்டிங்க,1
பார்க்காம,1
வாங்கினால்,1
நினைச்சேன்,1
சால்வையைக்,1
பராமரிப்பு,1
பார்ப்பது,1
மதிப்புக்குரியது,1
அவர்தான்,1
அழகாகத்,1
தெரிகிறாள்,1
நடனத்தைப்,1
நினைத்தார்கள்,1
சுயநலவாதி,1
தேவையற்ற,1
வலுக்கட்டாயமாக,1
விஷயங்களுக்கு,1
செய்ததற்கு,1
வருத்தப்படுவீர்கள்,1
செலவிட்டால்,1
டரான்டெல்லாவை,1
நடனமாடினாள்,1
வெற்றியாக,1
தகுதியானபடி,1
நிகழ்ச்சி,1
யதார்த்தமாக,1
கலையின்,1
வரம்புகளுடன்,1
ஒத்துப்போகவில்லை,1
இடுப்பைச்,1
கையை,1
அங்கேயே,1
விட்டுவிட்டு,1
வீண்செலவு,1
கெடுக்கப்,1
செலவிடுகிறாள்,1
கன்னியை,1
கேப்ரி,1
கன்னி,1
அத்தகைய,1
நபர்கள்,1
திருப்பத்தை,1
இருபுறமும்,1
வளைவு,1
நாவல்களில்,1
தோற்றம்,1
மறைந்துவிட்டது,1
வெளியேறுவது,1
நோராவுக்குப்,1
புரிய,1
விலை,1
பூஹ்,1
சூடாக,1
டோமினோவை,1
உயர்ந்தவர்கள்,1
மெழுகுவர்த்திகளை,1
ஏற்றி,1
முடிந்ததைச்,1
அவசரப்பட்டு,1
கிசுகிசுத்தார்,1
பேசிவிட்டேன்,1
உணர்ச்சியற்ற,1
சேமிக்கிறேன்,1
பாராட்டினீர்களா,1
குட்நைட்,1
உன்னுடையதா,1
பின்னலாடை,1
எடுத்துக்கொள்கிறேன்,1
முடிந்ததெல்லாம்,1
போடுறீங்களா,1
சீரியஸா,1
உங்களுக்குக்,1
எம்பிராய்டரியைப்,1
பிடித்துக்கொண்டு,1
ஊசியைப்,1
பயன்படுத்தி,1
துடைப்பைச்,1
செய்கிறீர்கள்,1
சேமிக்க,1
நன்றியற்றதாக,1
கைகள்,1
நெருக்கமாக,1
ஊசிகள்,1
அணில்களான,1
செல்கின்றன,1
ஒருவித,1
சீன,1
கொண்டுள்ளது,1
கொடுத்தார்கள்,1
செலவுகள்,1
சுயநலமாக,1
விசித்திரமான,1
திரு,1
அவளுடன்,1
ஆன்மா,1
அப்பாவைப்,1
பணத்தைப்,1
திரும்புவாய்,1
தூரம்,1
மூடிவிட்டு,1
கடைசியில்,1
ஒழித்துவிட்டோம்,1
சலிப்பு,1
பிடுங்குவதற்கு,1
கண்டுபிடிப்பாய்,1
கிடைத்தவுடன்,1
மாறாக,1
அசாதாரணமாக,1
கலகலப்பாக,1
சோர்வாகவும்,1
தூக்கமாகவும்,1
சோர்வா,1
சீக்கிரமா,1
தூங்கணும்,1
உருகுவது,1
செய்றது,1
நிலையிலேயே,1
இரத்தத்தில்,1
நியாயமாகப்,1
பேசுகிறது,1
மாலையில்,1
இவற்றைப்,1
கவனித்தீர்களா,1
நிஜமாவா,1
அவரா,1
பேசவே,1
கம்மியா,1
ஃபார்மில்,1
பாத்ததில்லை,1
பார்த்துட்டு,1
அவகிட்ட,1
நெருங்கி,1
வீட்ல,1
குணங்களை,1
பெற்றிருக்க,1
வசீகரமான,1
பார்க்காதே,1
பொக்கிஷத்தைப்,1
பார்க்கக்கூடாது,1
இருக்கிறாயோ,1
அழகையும்,1
பார்க்கலாமா,1
வானம்பாடி,1
மறுபக்கத்திற்குச்,1
அப்படிப்பட்ட,1
சொல்லக்கூடாது,1
ரத்தத்தில்,1
எப்போதையும்,1
அதிகமாகக்,1
கவர்கிறது,1
கேள்,1
விருந்தினர்கள்,1
ஆரம்பித்துவிட்டார்கள்,1
அமைதியாகிவிடும்,1
செல்லம்,1
பார்ட்டியில,1
பேசுறேன்,1
உன்ன,1
கவலைப்படுவதை,1
திருட்டுப்,1
பாக்குறேன்னு,1
பண்றேன்னு,1
சரியாச்,1
காதலிக்கிறோமேன்னும்,1
நிச்சயிக்கப்பட்ட,1
மணமகள்ன்னும்,1
நேராப்,1
சந்தேகிக்காததாலயும்,1
என்னையே,1
வச்சுக்கிறேன்,1
எண்ணங்கள்,1
ஸ்வீட்,1
கிளம்பும்போது,1
டூத்,1
ஊரில்,1
அணிவிக்கிறேன்,1
மணமகள்,1
திருமணத்திலிருந்து,1
வந்திருக்கிறோம்,1
அன்புடன்,1
கவர்ச்சியான,1
உருவங்களைப்,1
பார்த்தபோது,1
இரத்தம்,1
கொண்டிருந்தது,1
சீக்கிரமாக,1
போய்விடு,1
போகமாட்டேன்,1
கேலி,1
விதிகளை,1
மீறவில்லையா,1
தட்டும்,1
தொடங்குதல்,1
கேட்டீங்களா,1
எரிச்சலான,1
சத்தமாக,1
நிமிடம்,1
யோசிக்க,1
தாண்டிச்,1
செல்லக்கூடாது,1
என்பதுதான்,1
அந்தத்,1
தப்பு,1
கேட்ட,1
பாக்கணும்னு,1
தோணுச்சு,1
வேகமான,1
பார்வையுடன்,1
பழக்கமான,1
அறைகள்,1
சந்தோஷமாவும்,1
சௌகரியமாவும்,1
மேலேயும்,1
நன்றாகக்,1
கொண்டதாக,1
வைக்கிறது,1
மிட்டாய்,1
அனுபவிக்கக்,1
மதுதான்,1
மூலதனமா,1
கவனிச்சீங்களா,1
வைத்தேன்,1
நம்பமுடியாததாக,1
குடித்தார்,1
சொன்னாரா,1
பிறகும்,1
நாளுக்குப்,1
கடைக்குப்,1
பொழுதை,1
அனுபவிக்கக்கூடாது,1
செலவழிச்சுட்டீங்களா,1
பெருமைப்பட,1
முதுகில்,1
கைதட்டி,1
போனதில்லையா,1
ஆராய்ச்சியில,1
மும்முரமா,1
இருந்திருப்பீங்க,1
கேளுங்க,1
சின்னஞ்சிறு,1
ஆராய்ச்சிகளைப்,1
இனிப்புகள்,1
பேசுகிறாள்,1
முடிவுக்காக,1
வாழ்த்தலாமா,1
சாதகமாக,1
நோயாளி,1
மெக்கரூன்,1
சிறந்ததாக,1
விரைவாகவும்,1
தேடலுடனும்,1
நிச்சயமாகவா,1
கடி,1
பொழுதாகக்,1
சும்மா,1
கண்டிப்பா,1
காலையில்,1
வாங்காமல்,1
ஜோக்,1
பந்துகள்,1
பிடிக்குமா,1
உடைகள்,1
டேட்டிங்ல,1
போடலாம்,1
புத்திசாலி,1
அடுத்தது,1
இப்போதே,1
யோசிச்சுட்டு,1
பண்ணிட்டேன்,1
எதிராகச்,1
தேவதையா,1
போவாய்,1
அதற்குப்,1
பொருத்தமான,1
உடையாக,1
பரிந்துரைக்கிறீர்கள்,1
அன்றாட,1
உடையணிந்து,1
மாறிடுச்சு,1
ஆவீங்கன்னு,1
நிச்சயம்,1
நண்பரே,1
செய்துவிட்டேன்,1
டிரெஸ்,1
பந்தில்,1
கண்ணுக்குத்,1
அதோடு,1
கண்ணுக்கு,1
தெரியாததாக்கும்,1
தொப்பிகளைப்,1
கேள்விப்பட்டதே,1
ஒண்ணு,1
போட்டா,1
புன்னகையை,1
அடக்கிக்கொண்டு,1
வார்த்தையைக்,1
எதற்காக,1
சுருட்டு,1
இருண்ட,1
ஹவானாக்களில்,1
வழக்கை,1
வழங்குகிறார்,1
கொடுத்தாய்,1
முனையை,1
வெட்டுகிறார்,1
தீக்குச்சியை,1
அடிக்கிறேன்,1
லைட்,1
தருகிறேன்,1
பற்றவைக்க,1
தீக்குச்சியைப்,1
ரகசியங்களை,1
முதியவரே,1
தூங்கு,1
வாழ்த்துக்கள்,1
தூங்கணும்னு,1
சொன்னீங்கன்னா,1
வெளிச்சத்துக்கு,1
உன்னிடமே,1
தலையசைத்துட்டு,1
போறார்,1
அடங்கிய,1
வேண்டியதை,1
குடித்துள்ளார்,1
கொத்து,1
பாக்ஸை,1
காலி,1
மரம்,1
நிரம்பிவிட்டது,1
காலையில,1
செய்தித்தாளை,1
இடமில்லாம,1
போயிடும்,1
வேலைக்குப்,1
போகிறாயா,1
இல்லன்னு,1
நல்லாவே,1
பூட்டுல,1
இருந்தாங்க,1
பூட்டில,1
செஞ்சிருக்காரு,1
பணிப்பெண்னு,1
நினைச்சிருக்கவே,1
ஹேர்பின்,1
உன்னுடையதுதான்,1
குழந்தைகளாகத்தான்,1
இருந்திருக்க,1
வழிகளிலிருந்து,1
கடைசியாக,1
திறந்துவிட்டேன்,1
பாக்ஸின்,1
உள்ளடக்கங்களை,1
சமையலறைக்கு,1
அழைக்கிறேன்,1
ஏற்றப்படும்போது,1
வெளிப்படும்,1
அணைத்தாள்,1
சந்தேகமில்லை,1
நீட்டுகிறான்,1
அவற்றைத்,1
திருப்பிப்,1
போடுகிறேன்,1
பூமியில்,1
ஜன்னலில்,1
அட்டைகள்,1
தரவரிசை,1
தரவரிசையில்,1
அவர்களைப்,1
சென்றபோது,1
போட்டிருக்க,1
அவற்றில்,1
எழுதப்பட்டுள்ளதா,1
பெயருக்கு,1
சிலுவை,1
சங்கடமான,1
ரேங்கை,1
அறிவிப்பது,1
சொன்னானா,1
கார்டுகள்,1
நம்மிடமிருந்து,1
விடுப்பு,1
எடுப்பதாக,1
சொன்னான்,1
மூடிக்கிட்டு,1
சாவப்போறான்,1
நண்பனே,1
நம்முடன்,1
இருக்கக்கூடாது,1
காயமடைந்த,1
மிருகத்தைப்,1
மறைத்துக்,1
அழைக்க,1
ஞாபகம்,1
பேசாமல்,1
நினைக்கவில்லையா,1
இறங்கி,1
வளர்ந்திருந்தார்,1
வெளியேறியதாக,1
இருப்பினும்,1
துன்பங்களாலும்,1
தனிமையாலும்,1
சூரிய,1
ஒளி,1
மகிழ்ச்சிக்கு,1
மேகமூட்டமான,1
பின்னணியைப்,1
சிறந்தது,1
ஒயின்,1
நமக்கும்,1
அடிமையாகிவிட்டோம்,1
அவளைக்,1
கட்டிப்பிடிக்கிறார்,1
இறுக்கமாகப்,1
உயிரின்,1
இரத்தத்தையும்,1
பணயம்,1
தன்னைத்,1
துண்டித்துக்,1
செய்துள்ளேன்,1
சொல்கிறாள்,1
மாலைக்காக,1
மனைவியே,1
நண்பனின்,1
ஆவலுடன்,1
பாதிச்சிருக்கிறது,1
காத்திருக்கிறேன்,1
வந்திருக்கு,1
மரணத்தின்,1
கொடூரம்,1
பத்தின,1
அத,1
மனசுல,1
நீக்கிக்கணும்,1
ஒவ்வொருத்தரும்,1
அவரவர்,1
அறைக்குப்,1
போறோம்,1
மகிழ்வார்கள்,1
பாதுகாப்பான,1
சந்திப்பும்,1
கவனச்சிதறலுடன்,1
தடவி,1
டோமினோவைப்,1
வீசுகிறாள்,1
ஸ்மாடிக்,1
கிசுகிசுப்புகளில்,1
கூறுகிறாள்,1
போட்டுக்கொள்கிறாள்,1
வருமானமும்,1
பனிக்கட்டி,1
நீர்,1
அளவிட,1
ஆழம்,1
முடிந்திருந்தால்,1
பெற்றிருக்கிறான்,1
படித்துக்கொண்டிருக்கிறான்,1
கிடைப்பது,1
வரவிருக்கும்,1
நிற்கிறான்,1
கடிதத்தில்,1
தடுத்து,1
விடுதலை,1
முயற்சிக்கிறேன்,1
சுழல்கிறது,1
படித்தது,1
உண்மையாக,1
நேசித்தேன்,1
சாக்குப்போக்குகளையும்,1
அடி,1
நினைவிருக்கிறதா,1
வாரங்களுக்கு,1
துன்பப்பட,1
மாலையும்,1
சுமக்க,1
பூட்டுகிறார்,1
தங்கி,1
நள்ளிரவுக்குப்,1
மூடிக்கொண்டு,1
குளிர்ச்சியின்,1
அதிகரிப்புடன்,1
மரத்திற்கான,1
முழுமையாகப்,1
புரிந்துகொள்ளத்,1
தொடங்கினேன்,1
நடக்கிறார்,1
விழிப்புணர்வு,1
வருடங்களும்,1
இருந்தவள்,1
நயவஞ்சகி,1
பொய்யர்,1
அலங்காரங்களைச்,1
ஆச்சரியமாக,1
சந்தேகித்திருக்க,1
முன்கூட்டியே,1
பார்த்திருக்க,1
விஷயங்களையும்,1
கழித்த,1
வெளிப்பட்டுள்ளது,1
மதமும்,1
ஒழுக்கமும்,1
உணர்வும்,1
செய்ததைக்,1
கண்டும்,1
காணாமல்,1
இருந்ததற்காக,1
தண்டிக்கப்படுகிறேன்,1
வாரங்களிலேயே,1
தருகிறீர்கள்,1
மகிழ்ச்சியையெல்லாம்,1
மந்தமானது,1
எதிர்காலத்தையெல்லாம்,1
நேர்மையற்ற,1
சலிப்பாகத்,1
கேட்கலாம்,1
உத்தரவையும்,1
மறுக்கத்,1
துணியவில்லை,1
பெண்ணால்,1
ஆழங்களுக்குள்,1
மூழ்க,1
பலனும்,1
சுதந்திரமாக,1
கிண்டல்,1
பேச்சுக்கள்,1
தந்தையும்,1
வைத்திருப்பார்,1
விவகாரத்தை,1
இடங்களிலும்,1
தெரியப்படுத்த,1
அவ்வாறு,1
செய்தால்,1
குற்றச்,1
செயலில்,1
பங்காளியாக,1
இருந்ததாக,1
சந்தேகிக்கப்படலாம்,1
பண்ணக்,1
பூனை,1
உங்களைத்,1
தூண்டினேன்,1
திருமண,1
போற்றிய,1
குளிர்ச்சியாகவும்,1
நம்பமுடியாதது,1
ஏற்றுக்கொள்ள,1
சமாதானப்படுத்த,1
மூடி,1
மறைக்க,1
தோன்ற,1
துண்டாகக்,1
வளர்க்க,1
நம்பத்,1
நேசித்த,1
ஒருவரிடம்,1
தருணத்திலிருந்து,1
கிழிச்சுப்,1
நம்மைப்,1
எச்சங்கள்,1
துண்டுகள்,1
தோற்றத்தைக்,1
காப்பாற்றுவதுதான்,1
மணியில்,1
ஆரம்பத்துடன்,1
தாமதம்,1
மோசமானவனா,1
அவனா,1
மறைச்சுக்கோ,1
போடுறத,1
சரியில்லைன்னு,1
மண்டபக்,1
திறக்கிறான்,1
ஆடையுடன்,1
எஜமானிக்கு,1
கொடு,1
படிச்சுப்,1
விளக்கின்,1
அழிவை,1
ஏற்படுத்தக்கூடும்,1
தெரிந்திருக்க,1
கடிதத்தைக்,1
வடித்து,1
வரிகளில்,1
ஓடவிட்டு,1
இணைக்கப்பட்டிருந்த,1
காகிதத்தைப்,1
மகிழ்ச்சிக்,1
அவனைக்,1
கேள்வியுடன்,1
அனைவரையும்,1
மகிழ்விக்க,1
அனுப்புகிறார்,1
வருத்தப்படுவதாகவும்,1
மனந்திரும்புவதாகவும்,1
ஏற்பட்ட,1
மாற்றம்,1
சொன்னாலும்,1
பரவாயில்லை,1
வெறுக்கத்தக்க,1
அழிக்க,1
பத்திரத்தைப்,1
கெட்ட,1
கனவாகவே,1
பத்திரத்தையும்,1
கடிதங்களையும்,1
வரவில்லையா,1
ஈவ்,1
நல்லெண்ணம்,1
நாட்கள்,1
நாட்களாக,1
கடுமையாகப்,1
வேதனைகளை,1
அனுபவித்தார்,1
பயங்கரங்களையும்,1
மாட்டோம்,1
கத்துவோம்,1
சொல்லிக்கொண்டே,1
உணரவில்லை,1
அமைதியான,1
நமது,1
அற்புதம்,1
மீதுள்ள,1
அன்பினால்,1
கணவனை,1
நேசிக்க,1
நேசித்தாய்,1
பயன்படுத்திய,1
வழிமுறைகளை,1
மதிப்பிடுவதற்கு,1
சொந்தப்,1
பொறுப்பில்,1
எப்படிச்,1
செயல்படுவது,1
புரியாததால்,1
குறைந்த,1
அன்பானவள்,1
நினைக்கிறாயா,1
சார்ந்திரு,1
கூறி,1
வழிநடத்துவேன்,1
பெண்மையின்,1
தன்மை,1
இரட்டை,1
கவர்ச்சியைத்,1
தரவில்லை,1
ஆணாக,1
மூழ்கடிக்கும்,1
நினைத்தபோது,1
யோசிக்கக்,1
மன்னிப்பு,1
கேட்டதற்கு,1
உள்ளிருந்து,1
அமைதிப்படுத்திக்,1
இலகுவாக்கு,1
ஓய்வாக,1
உணரு,1
பாதுகாக்க,1
அகன்ற,1
இறக்கைகள்,1
நடக்கிறான்,1
சூடாகவும்,1
உனக்கான,1
தங்குமிடம்,1
பருந்தின்,1
நகங்களிலிருந்து,1
காப்பாற்றிய,1
வேட்டையாடப்பட்ட,1
புறாவைப்,1
துடிக்கும்,1
இதயத்திற்கு,1
அமைதியைக்,1
கொண்டுவருவேன்,1
கொஞ்சமாக,1
வித்தியாசமாகப்,1
பார்ப்பாய்,1
உறுதியளிக்க,1
செய்திருக்கிறேன்,1
உறுதியை,1
உணர்வாய்,1
நிராகரிப்பது,1
நிந்திப்பது,1
நினைக்கலாமா,1
இதயம்,1
கண்களையும்,1
கைகளையும்,1
அறிவில்,1
இனிமையானதும்,1
திருப்திகரமானதுமான,1
சுதந்திரமாகவும்,1
மனதுடனும்,1
இரட்டிப்பாக,1
அவனுடையதாக,1
மாற்றியது,1
வாழ்க்கையைக்,1
கொடுத்தான்,1
விதத்தில்,1
மனைவியாகவும்,1
குழந்தையாகவும்,1
மாறிவிட்டாள்,1
இருப்பாய்,1
எதற்கும்,1
கவலைப்படாதே,1
கெடுக்க,1
விருப்பமாகவும்,1
மனசாட்சியாகவும்,1
படுக்கைக்குச்,1
செல்லவில்லையா,1
மாற்றிக்கொண்டாயா,1
தினசரி,1
மாற்றிவிட்டேன்,1
தாமதமாக,1
தூங்க,1
நேரமாகவில்லை,1
மேஜையின்,1
குளிர்ச்சியான,1
மங்கலான,1
உங்ககிட்ட,1
எதிர்,1
பயமுறுத்துகிறாய்,1
கைதட்டல்,1
பேச்சில்,1
குறுக்கிடக்,1
கணக்குத்,1
தீர்வு,1
அமர்ந்திருப்பதில்,1
விசித்திரமாகத்,1
தோன்றும்,1
திருமணமாகி,1
ஆகின்றன,1
தீவிரமாகப்,1
பேசுவது,1
தோன்றவில்லையா,1
சீரியஸ்னு,1
அறிமுகத்தின்,1
தொடக்கத்திலிருந்து,1
எந்தவொரு,1
கேட்பது,1
பரிமாறிக்,1
கவலைகளைப்,1
சொல்லிக்கொண்டிருப்பேனா,1
வணிக,1
அடிமட்டத்திற்கு,1
முயற்சித்ததில்லை,1
நன்மையாக,1
இருந்திருக்குமா,1
அப்பாவாலும்,1
உன்னாலும்,1
நடத்தப்பட்டேன்,1
நேசிச்சிருக்காங்க,1
காதலித்ததில்லை,1
காதல்,1
அருமையாக,1
இனிமையானது,1
நினைத்தாய்,1
சொல்றன்னு,1
கையைப்,1
இருந்தன,1
வேறுபட்டிருந்தால்,1
என்பதால்,1
உண்மையை,1
மறைத்தேன்,1
அழைத்தார்,1
பொம்மைகளுடன்,1
விளையாடுவது,1
விளையாடினார்,1
வந்தபோது,1
திருமணத்தைப்,1
வெளிப்பாடு,1
கைகளிலிருந்து,1
கைகளுக்கு,1
மாற்றப்பட்டேன்,1
ரசனைக்கேற்ப,1
ரசனைகளைப்,1
பெற்றேன்,1
இல்லையெனில்,1
நடித்தேன்,1
